query_id,case_id,task,candidate_count,configuration,profile,roles,relations,selected_ids,objective_total,semantic,chain,role,redundancy,recall_at_5,ndcg_at_5,complete_at_5,missing_gold_nodes,extra_nodes,current_vs_oracle_selection_changed,complete_repaired,complete_regressed,num_connected_components,largest_component_ratio,edge_count,role_coverage,oracle_profile_relation_fallback
tefv5h-q-02-02,TEFV5H-02,cutoff_sensitive,8,COO,current,oracle,oracle,"[""doc-392f3cb89960080b1b8e6430"", ""doc-d99c3b22322fd1f2054c72bb"", ""doc-c4052c7ebe2dc22264f37fda"", ""doc-0d5dc6a72b244b8ac68901b7"", ""doc-ef3e68c5a9cff2da701a3c45""]",0.5014388738496482,0.31409870020618547,0.024105989964179245,0.17297297297297298,-0.009738789293689473,0.75,0.8048099750039491,0.0,"[""doc-70413365049d0e21a1375124""]","[""doc-c4052c7ebe2dc22264f37fda"", ""doc-ef3e68c5a9cff2da701a3c45""]",False,False,False,3,0.4,2,0.8648648648648648,False
tefv5h-q-02-02,TEFV5H-02,cutoff_sensitive,8,OCC,oracle,current,current,"[""doc-d99c3b22322fd1f2054c72bb"", ""doc-0d5dc6a72b244b8ac68901b7"", ""doc-70413365049d0e21a1375124"", ""doc-392f3cb89960080b1b8e6430"", ""doc-c4052c7ebe2dc22264f37fda""]",0.6130410047714266,0.35962118848729674,0.0768365549790809,0.18574000000000002,-0.009156738694950987,1.0,1.0,1.0,[],"[""doc-c4052c7ebe2dc22264f37fda""]",True,True,False,3,0.6,3,0.9287,True
tefv5h-q-02-02,TEFV5H-02,cutoff_sensitive,8,OCO,oracle,current,oracle,"[""doc-d99c3b22322fd1f2054c72bb"", ""doc-70413365049d0e21a1375124"", ""doc-392f3cb89960080b1b8e6430"", ""doc-0d5dc6a72b244b8ac68901b7"", ""doc-c4052c7ebe2dc22264f37fda""]",0.5362044497923457,0.35962118848729674,0.0,0.18574000000000002,-0.009156738694950987,1.0,1.0,1.0,[],"[""doc-c4052c7ebe2dc22264f37fda""]",True,True,False,4,0.4,1,0.9287,True
tefv5h-q-02-02,TEFV5H-02,cutoff_sensitive,8,OOC,oracle,oracle,current,"[""doc-392f3cb89960080b1b8e6430"", ""doc-70413365049d0e21a1375124"", ""doc-d99c3b22322fd1f2054c72bb"", ""doc-0d5dc6a72b244b8ac68901b7"", ""doc-c4052c7ebe2dc22264f37fda""]",0.6273010047714267,0.35962118848729674,0.0768365549790809,0.2,-0.009156738694950987,1.0,1.0,1.0,[],"[""doc-c4052c7ebe2dc22264f37fda""]",True,True,False,3,0.6,3,1.0,True
tefv5h-q-02-02,TEFV5H-02,cutoff_sensitive,8,OOO,oracle,oracle,oracle,"[""doc-392f3cb89960080b1b8e6430"", ""doc-70413365049d0e21a1375124"", ""doc-d99c3b22322fd1f2054c72bb"", ""doc-0d5dc6a72b244b8ac68901b7"", ""doc-c4052c7ebe2dc22264f37fda""]",0.5504644497923458,0.35962118848729674,0.0,0.2,-0.009156738694950987,1.0,1.0,1.0,[],"[""doc-c4052c7ebe2dc22264f37fda""]",True,True,False,4,0.4,1,1.0,True
tefv5h-q-03-00,TEFV5H-03,complex_chain,12,CCC,current,current,current,"[""doc-1a0d56a7d87ba518e14f7c38"", ""doc-f52855ce98c28f1d595d744b"", ""doc-15ab8acfd1e4653ae51c5449"", ""doc-285a37c2bfdb3fa736d95c39"", ""doc-7a4458fbe61fc556aa7aaf37""]",0.5099464201941037,0.31530160686007414,0.05367841545082727,0.15230188679245282,-0.011335488909250527,0.8,0.8687949224876582,0.0,"[""doc-663e371863381a783d171046""]","[""doc-7a4458fbe61fc556aa7aaf37""]",False,False,False,3,0.6,2,0.7615094339622641,False
tefv5h-q-03-00,TEFV5H-03,complex_chain,12,CCO,current,current,oracle,"[""doc-1a0d56a7d87ba518e14f7c38"", ""doc-f52855ce98c28f1d595d744b"", ""doc-285a37c2bfdb3fa736d95c39"", ""doc-15ab8acfd1e4653ae51c5449"", ""doc-7c2ac34e8fb5407ebd7a3031""]",0.4725052556955548,0.3028438368356064,0.02895869749643156,0.15490566037735853,-0.014202939013841703,0.8,0.8687949224876582,0.0,"[""doc-663e371863381a783d171046""]","[""doc-7c2ac34e8fb5407ebd7a3031""]",True,False,False,3,0.6,2,0.7745283018867926,False
tefv5h-q-03-00,TEFV5H-03,complex_chain,12,COC,current,oracle,current,"[""doc-1a0d56a7d87ba518e14f7c38"", ""doc-f52855ce98c28f1d595d744b"", ""doc-285a37c2bfdb3fa736d95c39"", ""doc-15ab8acfd1e4653ae51c5449"", ""doc-663e371863381a783d171046""]",0.5045373266332353,0.31979618739612703,0.0493366331113991,0.15094339622641512,-0.015538890100705994,1.0,1.0,1.0,[],[],True,True,False,3,0.6,2,0.7547169811320755,False
tefv5h-q-03-00,TEFV5H-03,complex_chain,12,COO,current,oracle,oracle,"[""doc-1a0d56a7d87ba518e14f7c38"", ""doc-f52855ce98c28f1d595d744b"", ""doc-285a37c2bfdb3fa736d95c39"", ""doc-663e371863381a783d171046"", ""doc-15ab8acfd1e4653ae51c5449""]",0.4822588118160868,0.31979618739612703,0.027058118294250675,0.15094339622641512,-0.015538890100705994,1.0,1.0,1.0,[],[],True,True,False,4,0.4,1,0.7547169811320755,False
tefv5h-q-03-00,TEFV5H-03,complex_chain,12,OCC,oracle,current,current,"[""doc-1a0d56a7d87ba518e14f7c38"", ""doc-15ab8acfd1e4653ae51c5449"", ""doc-285a37c2bfdb3fa736d95c39"", ""doc-f52855ce98c28f1d595d744b"", ""doc-7c2ac34e8fb5407ebd7a3031""]",0.5828882993226984,0.3028438368356064,0.12464740150093367,0.16960000000000003,-0.014202939013841703,0.8,0.8687949224876582,0.0,"[""doc-663e371863381a783d171046""]","[""doc-7c2ac34e8fb5407ebd7a3031""]",True,False,False,3,0.4,2,0.8480000000000001,False
tefv5h-q-03-00,TEFV5H-03,complex_chain,12,OCO,oracle,current,oracle,"[""doc-1a0d56a7d87ba518e14f7c38"", ""doc-663e371863381a783d171046"", ""doc-f52855ce98c28f1d595d744b"", ""doc-285a37c2bfdb3fa736d95c39"", ""doc-15ab8acfd1e4653ae51c5449""]",0.5848824432960672,0.31979618739612703,0.13142514600064614,0.1492,-0.015538890100705994,1.0,1.0,1.0,[],[],True,True,False,4,0.4,1,0.746,False
tefv5h-q-03-00,TEFV5H-03,complex_chain,12,OOC,oracle,oracle,current,"[""doc-1a0d56a7d87ba518e14f7c38"", ""doc-15ab8acfd1e4653ae51c5449"", ""doc-f52855ce98c28f1d595d744b"", ""doc-285a37c2bfdb3fa736d95c39"", ""doc-663e371863381a783d171046""]",0.6289046987963547,0.31979618739612703,0.12464740150093367,0.2,-0.015538890100705994,1.0,1.0,1.0,[],[],True,True,False,3,0.6,2,1.0,False
tefv5h-q-03-00,TEFV5H-03,complex_chain,12,OOO,oracle,oracle,oracle,"[""doc-1a0d56a7d87ba518e14f7c38"", ""doc-663e371863381a783d171046"", ""doc-f52855ce98c28f1d595d744b"", ""doc-285a37c2bfdb3fa736d95c39"", ""doc-15ab8acfd1e4653ae51c5449""]",0.6356824432960672,0.31979618739612703,0.13142514600064614,0.2,-0.015538890100705994,1.0,1.0,1.0,[],[],True,True,False,4,0.4,1,1.0,False
tefv5h-q-03-01,TEFV5H-03,complex_chain,12,CCC,current,current,current,"[""doc-f52855ce98c28f1d595d744b"", ""doc-6423c71e41f29d5bce341c3d"", ""doc-7a4458fbe61fc556aa7aaf37"", ""doc-285a37c2bfdb3fa736d95c39"", ""doc-a990cb2a2b2666f1496d9949""]",0.5517467648787785,0.3763287259209727,0.03497210818399687,0.15122727272727274,-0.010781341953463806,0.6,0.6843515475204855,0.0,"[""doc-1a0d56a7d87ba518e14f7c38"", ""doc-7c2ac34e8fb5407ebd7a3031""]","[""doc-285a37c2bfdb3fa736d95c39"", ""doc-7a4458fbe61fc556aa7aaf37""]",False,False,False,3,0.6,2,0.7561363636363636,False
tefv5h-q-03-01,TEFV5H-03,complex_chain,12,CCO,current,current,oracle,"[""doc-f52855ce98c28f1d595d744b"", ""doc-6423c71e41f29d5bce341c3d"", ""doc-7a4458fbe61fc556aa7aaf37"", ""doc-285a37c2bfdb3fa736d95c39"", ""doc-7c2ac34e8fb5407ebd7a3031""]",0.5559209053957382,0.3452021413551994,0.05253556712924638,0.16936363636363638,-0.011180439452343906,0.6,0.6843515475204855,0.0,"[""doc-1a0d56a7d87ba518e14f7c38"", ""doc-a990cb2a2b2666f1496d9949""]","[""doc-285a37c2bfdb3fa736d95c39"", ""doc-7a4458fbe61fc556aa7aaf37""]",True,False,False,3,0.4,2,0.8468181818181818,False
tefv5h-q-03-01,TEFV5H-03,complex_chain,12,COC,current,oracle,current,"[""doc-6423c71e41f29d5bce341c3d"", ""doc-f52855ce98c28f1d595d744b"", ""doc-7a4458fbe61fc556aa7aaf37"", ""doc-285a37c2bfdb3fa736d95c39"", ""doc-7c2ac34e8fb5407ebd7a3031""]",0.5405276998476545,0.3452021413551994,0.03832417976298081,0.1681818181818182,-0.011180439452343906,0.6,0.6843515475204855,0.0,"[""doc-1a0d56a7d87ba518e14f7c38"", ""doc-a990cb2a2b2666f1496d9949""]","[""doc-285a37c2bfdb3fa736d95c39"", ""doc-7a4458fbe61fc556aa7aaf37""]",True,False,False,2,0.8,3,0.8409090909090909,False
tefv5h-q-03-01,TEFV5H-03,complex_chain,12,COO,current,oracle,oracle,"[""doc-6423c71e41f29d5bce341c3d"", ""doc-f52855ce98c28f1d595d744b"", ""doc-7a4458fbe61fc556aa7aaf37"", ""doc-285a37c2bfdb3fa736d95c39"", ""doc-7c2ac34e8fb5407ebd7a3031""]",0.5547390872139201,0.3452021413551994,0.05253556712924638,0.1681818181818182,-0.011180439452343906,0.6,0.6843515475204855,0.0,"[""doc-1a0d56a7d87ba518e14f7c38"", ""doc-a990cb2a2b2666f1496d9949""]","[""doc-285a37c2bfdb3fa736d95c39"", ""doc-7a4458fbe61fc556aa7aaf37""]",True,False,False,3,0.4,2,0.8409090909090909,False
tefv5h-q-03-01,TEFV5H-03,complex_chain,12,OCC,oracle,current,current,"[""doc-f52855ce98c28f1d595d744b"", ""doc-6423c71e41f29d5bce341c3d"", ""doc-1a0d56a7d87ba518e14f7c38"", ""doc-7a4458fbe61fc556aa7aaf37"", ""doc-285a37c2bfdb3fa736d95c39""]",0.5002915423569001,0.3807296115185603,0.0,0.13120000000000004,-0.011638069161660207,0.6,0.7227265726449519,0.0,"[""doc-7c2ac34e8fb5407ebd7a3031"", ""doc-a990cb2a2b2666f1496d9949""]","[""doc-285a37c2bfdb3fa736d95c39"", ""doc-7a4458fbe61fc556aa7aaf37""]",True,False,False,2,0.6,3,0.6560000000000001,False
tefv5h-q-03-01,TEFV5H-03,complex_chain,12,OCO,oracle,current,oracle,"[""doc-f52855ce98c28f1d595d744b"", ""doc-6423c71e41f29d5bce341c3d"", ""doc-1a0d56a7d87ba518e14f7c38"", ""doc-7a4458fbe61fc556aa7aaf37"", ""doc-285a37c2bfdb3fa736d95c39""]",0.6582528359003761,0.3807296115185603,0.157961293543476,0.13120000000000004,-0.011638069161660207,0.6,0.7227265726449519,0.0,"[""doc-7c2ac34e8fb5407ebd7a3031"", ""doc-a990cb2a2b2666f1496d9949""]","[""doc-285a37c2bfdb3fa736d95c39"", ""doc-7a4458fbe61fc556aa7aaf37""]",True,False,False,4,0.4,1,0.6560000000000001,False
tefv5h-q-03-01,TEFV5H-03,complex_chain,12,OOC,oracle,oracle,current,"[""doc-f52855ce98c28f1d595d744b"", ""doc-6423c71e41f29d5bce341c3d"", ""doc-1a0d56a7d87ba518e14f7c38"", ""doc-a990cb2a2b2666f1496d9949"", ""doc-7a4458fbe61fc556aa7aaf37""]",0.5164567038456219,0.3668216540668049,0.0,0.16000000000000003,-0.010364950221182999,0.8,0.8687949224876582,0.0,"[""doc-7c2ac34e8fb5407ebd7a3031""]","[""doc-7a4458fbe61fc556aa7aaf37""]",True,False,False,3,0.4,2,0.8,False
tefv5h-q-03-01,TEFV5H-03,complex_chain,12,OOO,oracle,oracle,oracle,"[""doc-f52855ce98c28f1d595d744b"", ""doc-6423c71e41f29d5bce341c3d"", ""doc-1a0d56a7d87ba518e14f7c38"", ""doc-a990cb2a2b2666f1496d9949"", ""doc-7a4458fbe61fc556aa7aaf37""]",0.6744179973890979,0.3668216540668049,0.157961293543476,0.16000000000000003,-0.010364950221182999,0.8,0.8687949224876582,0.0,"[""doc-7c2ac34e8fb5407ebd7a3031""]","[""doc-7a4458fbe61fc556aa7aaf37""]",True,False,False,4,0.4,1,0.8,False
tefv5h-q-03-02,TEFV5H-03,cutoff_sensitive,8,CCC,current,current,current,"[""doc-285a37c2bfdb3fa736d95c39"", ""doc-f52855ce98c28f1d595d744b"", ""doc-4f0ceac00e3de54094065a4e"", ""doc-6423c71e41f29d5bce341c3d"", ""doc-7c2ac34e8fb5407ebd7a3031""]",0.46899989159765604,0.28459779514495254,0.047409680174468116,0.15163243243243246,-0.014640016154197103,1.0,0.9828920819566879,1.0,[],"[""doc-6423c71e41f29d5bce341c3d""]",False,False,False,2,0.8,3,0.7581621621621623,False
tefv5h-q-03-02,TEFV5H-03,cutoff_sensitive,8,CCO,current,current,oracle,"[""doc-285a37c2bfdb3fa736d95c39"", ""doc-f52855ce98c28f1d595d744b"", ""doc-4f0ceac00e3de54094065a4e"", ""doc-7c2ac34e8fb5407ebd7a3031"", ""doc-6423c71e41f29d5bce341c3d""]",0.48035240145333474,0.28459779514495254,0.05876219003014685,0.15163243243243246,-0.014640016154197103,1.0,1.0,1.0,[],"[""doc-6423c71e41f29d5bce341c3d""]",False,False,False,3,0.4,2,0.7581621621621623,False
tefv5h-q-03-02,TEFV5H-03,cutoff_sensitive,8,COC,current,oracle,current,"[""doc-285a37c2bfdb3fa736d95c39"", ""doc-f52855ce98c28f1d595d744b"", ""doc-6423c71e41f29d5bce341c3d"", ""doc-4f0ceac00e3de54094065a4e"", ""doc-7c2ac34e8fb5407ebd7a3031""]",0.4849350267327911,0.28459779514495254,0.047409680174468116,0.16756756756756755,-0.014640016154197103,1.0,0.9558295932317544,1.0,[],"[""doc-6423c71e41f29d5bce341c3d""]",False,False,False,2,0.8,3,0.8378378378378377,False
tefv5h-q-03-02,TEFV5H-03,cutoff_sensitive,8,COO,current,oracle,oracle,"[""doc-285a37c2bfdb3fa736d95c39"", ""doc-f52855ce98c28f1d595d744b"", ""doc-7c2ac34e8fb5407ebd7a3031"", ""doc-6423c71e41f29d5bce341c3d"", ""doc-4f0ceac00e3de54094065a4e""]",0.49628753658846986,0.28459779514495254,0.05876219003014685,0.16756756756756755,-0.014640016154197103,1.0,0.9828920819566879,1.0,[],"[""doc-6423c71e41f29d5bce341c3d""]",False,False,False,3,0.4,2,0.8378378378378377,False
tefv5h-q-03-02,TEFV5H-03,cutoff_sensitive,8,OCC,oracle,current,current,"[""doc-f52855ce98c28f1d595d744b"", ""doc-4f0ceac00e3de54094065a4e"", ""doc-285a37c2bfdb3fa736d95c39"", ""doc-7c2ac34e8fb5407ebd7a3031"", ""doc-6423c71e41f29d5bce341c3d""]",0.44635777899075546,0.28459779514495254,0.0,0.1764,-0.014640016154197103,1.0,1.0,1.0,[],"[""doc-6423c71e41f29d5bce341c3d""]",False,False,False,2,0.8,3,0.8819999999999999,False
tefv5h-q-03-02,TEFV5H-03,cutoff_sensitive,8,OCO,oracle,current,oracle,"[""doc-f52855ce98c28f1d595d744b"", ""doc-4f0ceac00e3de54094065a4e"", ""doc-285a37c2bfdb3fa736d95c39"", ""doc-7c2ac34e8fb5407ebd7a3031"", ""doc-15ab8acfd1e4653ae51c5449""]",0.5860605750739784,0.2671730854872509,0.15309643974576448,0.18050000000000002,-0.014708950159037016,1.0,1.0,1.0,[],"[""doc-15ab8acfd1e4653ae51c5449""]",True,False,False,3,0.6,2,0.9025000000000001,False
tefv5h-q-03-02,TEFV5H-03,cutoff_sensitive,8,OOC,oracle,oracle,current,"[""doc-285a37c2bfdb3fa736d95c39"", ""doc-4f0ceac00e3de54094065a4e"", ""doc-f52855ce98c28f1d595d744b"", ""doc-7c2ac34e8fb5407ebd7a3031"", ""doc-6423c71e41f29d5bce341c3d""]",0.46995777899075547,0.28459779514495254,0.0,0.2,-0.014640016154197103,1.0,1.0,1.0,[],"[""doc-6423c71e41f29d5bce341c3d""]",False,False,False,2,0.8,3,1.0,False
tefv5h-q-03-02,TEFV5H-03,cutoff_sensitive,8,OOO,oracle,oracle,oracle,"[""doc-285a37c2bfdb3fa736d95c39"", ""doc-7c2ac34e8fb5407ebd7a3031"", ""doc-4f0ceac00e3de54094065a4e"", ""doc-f52855ce98c28f1d595d744b"", ""doc-15ab8acfd1e4653ae51c5449""]",0.6055605750739783,0.2671730854872509,0.15309643974576448,0.2,-0.014708950159037016,1.0,1.0,1.0,[],"[""doc-15ab8acfd1e4653ae51c5449""]",True,False,False,3,0.6,2,1.0,False
tefv5h-q-04-00,TEFV5H-04,complex_chain,12,CCC,current,current,current,"[""doc-cf4c9af07c5af68f3c19465a"", ""doc-d2e659581a752a71c33861bf"", ""doc-775bc3345312097a3137ea20"", ""doc-c7389ca5eb847c65f095edb2"", ""doc-50a8cf0db078350769d8573b""]",0.4900538296896595,0.35198143280690125,0.06005503176483019,0.0935483870967742,-0.015531021978846114,0.4,0.34519134224686937,0.0,"[""doc-01187a399b2a9aacfe6af1a1"", ""doc-3c624fba691ba80ac5a9a785"", ""doc-ee76fbcfef0dfcc309d55642""]","[""doc-775bc3345312097a3137ea20"", ""doc-c7389ca5eb847c65f095edb2"", ""doc-cf4c9af07c5af68f3c19465a""]",False,False,False,2,0.6,3,0.46774193548387094,False
tefv5h-q-04-00,TEFV5H-04,complex_chain,12,CCO,current,current,oracle,"[""doc-cf4c9af07c5af68f3c19465a"", ""doc-d2e659581a752a71c33861bf"", ""doc-c7389ca5eb847c65f095edb2"", ""doc-775bc3345312097a3137ea20"", ""doc-01187a399b2a9aacfe6af1a1""]",0.4617968792258576,0.3244165565461723,0.03706159733988505,0.11509677419354838,-0.014778048853748116,0.4,0.34519134224686937,0.0,"[""doc-3c624fba691ba80ac5a9a785"", ""doc-50a8cf0db078350769d8573b"", ""doc-ee76fbcfef0dfcc309d55642""]","[""doc-775bc3345312097a3137ea20"", ""doc-c7389ca5eb847c65f095edb2"", ""doc-cf4c9af07c5af68f3c19465a""]",True,False,False,3,0.4,2,0.5754838709677419,False
tefv5h-q-04-00,TEFV5H-04,complex_chain,12,COC,current,oracle,current,"[""doc-cf4c9af07c5af68f3c19465a"", ""doc-c7389ca5eb847c65f095edb2"", ""doc-d2e659581a752a71c33861bf"", ""doc-50a8cf0db078350769d8573b"", ""doc-1265cc5d3c83d32ea9974ea2""]",0.4726122642979963,0.3343366393414745,0.059865942903078236,0.0935483870967742,-0.01513870504333065,0.4,0.3156484524795145,0.0,"[""doc-01187a399b2a9aacfe6af1a1"", ""doc-3c624fba691ba80ac5a9a785"", ""doc-ee76fbcfef0dfcc309d55642""]","[""doc-1265cc5d3c83d32ea9974ea2"", ""doc-c7389ca5eb847c65f095edb2"", ""doc-cf4c9af07c5af68f3c19465a""]",True,False,False,2,0.6,3,0.46774193548387094,False
tefv5h-q-04-00,TEFV5H-04,complex_chain,12,COO,current,oracle,oracle,"[""doc-cf4c9af07c5af68f3c19465a"", ""doc-c7389ca5eb847c65f095edb2"", ""doc-d2e659581a752a71c33861bf"", ""doc-50a8cf0db078350769d8573b"", ""doc-1265cc5d3c83d32ea9974ea2""]",0.43244093181684373,0.3343366393414745,0.019694610421925694,0.0935483870967742,-0.01513870504333065,0.4,0.3156484524795145,0.0,"[""doc-01187a399b2a9aacfe6af1a1"", ""doc-3c624fba691ba80ac5a9a785"", ""doc-ee76fbcfef0dfcc309d55642""]","[""doc-1265cc5d3c83d32ea9974ea2"", ""doc-c7389ca5eb847c65f095edb2"", ""doc-cf4c9af07c5af68f3c19465a""]",True,False,False,4,0.4,1,0.46774193548387094,False
tefv5h-q-04-00,TEFV5H-04,complex_chain,12,OCC,oracle,current,current,"[""doc-d2e659581a752a71c33861bf"", ""doc-cf4c9af07c5af68f3c19465a"", ""doc-c7389ca5eb847c65f095edb2"", ""doc-01187a399b2a9aacfe6af1a1"", ""doc-50a8cf0db078350769d8573b""]",0.4294741697695978,0.32471165091740645,0.0,0.12000000000000002,-0.015237481147808686,0.6,0.6164336326286644,0.0,"[""doc-3c624fba691ba80ac5a9a785"", ""doc-ee76fbcfef0dfcc309d55642""]","[""doc-c7389ca5eb847c65f095edb2"", ""doc-cf4c9af07c5af68f3c19465a""]",True,False,False,3,0.4,2,0.6000000000000001,False
tefv5h-q-04-00,TEFV5H-04,complex_chain,12,OCO,oracle,current,oracle,"[""doc-d2e659581a752a71c33861bf"", ""doc-ee76fbcfef0dfcc309d55642"", ""doc-cf4c9af07c5af68f3c19465a"", ""doc-c7389ca5eb847c65f095edb2"", ""doc-01187a399b2a9aacfe6af1a1""]",0.49238454710601265,0.26832803803228134,0.08575266711948332,0.15200000000000002,-0.013696158045752044,0.6,0.6843515475204855,0.0,"[""doc-3c624fba691ba80ac5a9a785"", ""doc-50a8cf0db078350769d8573b""]","[""doc-c7389ca5eb847c65f095edb2"", ""doc-cf4c9af07c5af68f3c19465a""]",True,False,False,3,0.4,2,0.76,False
tefv5h-q-04-00,TEFV5H-04,complex_chain,12,OOC,oracle,oracle,current,"[""doc-d2e659581a752a71c33861bf"", ""doc-50a8cf0db078350769d8573b"", ""doc-cf4c9af07c5af68f3c19465a"", ""doc-c7389ca5eb847c65f095edb2"", ""doc-01187a399b2a9aacfe6af1a1""]",0.4294741697695978,0.32471165091740645,0.0,0.12000000000000002,-0.015237481147808686,0.6,0.6843515475204855,0.0,"[""doc-3c624fba691ba80ac5a9a785"", ""doc-ee76fbcfef0dfcc309d55642""]","[""doc-c7389ca5eb847c65f095edb2"", ""doc-cf4c9af07c5af68f3c19465a""]",True,False,False,3,0.4,2,0.6000000000000001,False
tefv5h-q-04-00,TEFV5H-04,complex_chain,12,OOO,oracle,oracle,oracle,"[""doc-d2e659581a752a71c33861bf"", ""doc-ee76fbcfef0dfcc309d55642"", ""doc-50a8cf0db078350769d8573b"", ""doc-cf4c9af07c5af68f3c19465a"", ""doc-c7389ca5eb847c65f095edb2""]",0.48741215837279966,0.2958929142930103,0.08575266711948332,0.12000000000000002,-0.014233423039693958,0.6,0.7227265726449519,0.0,"[""doc-01187a399b2a9aacfe6af1a1"", ""doc-3c624fba691ba80ac5a9a785""]","[""doc-c7389ca5eb847c65f095edb2"", ""doc-cf4c9af07c5af68f3c19465a""]",True,False,False,3,0.4,2,0.6000000000000001,False
tefv5h-q-04-01,TEFV5H-04,complex_chain,12,CCC,current,current,current,"[""doc-661e3a443b0145f0efee1d9d"", ""doc-c7389ca5eb847c65f095edb2"", ""doc-cf4c9af07c5af68f3c19465a"", ""doc-d2e659581a752a71c33861bf"", ""doc-c6dd48c916fda761d7a76e96""]",0.6657901742290826,0.3874993919368981,0.09501629133420586,0.19846153846153847,-0.0151870475035598,1.0,1.0,1.0,[],"[""doc-c6dd48c916fda761d7a76e96""]",False,False,False,3,0.4,2,0.9923076923076923,False
tefv5h-q-04-01,TEFV5H-04,complex_chain,12,CCO,current,current,oracle,"[""doc-661e3a443b0145f0efee1d9d"", ""doc-c7389ca5eb847c65f095edb2"", ""doc-cf4c9af07c5af68f3c19465a"", ""doc-c6dd48c916fda761d7a76e96"", ""doc-d2e659581a752a71c33861bf""]",0.6606839477608927,0.3874993919368981,0.0899100648660159,0.19846153846153847,-0.0151870475035598,1.0,0.9828920819566879,1.0,[],"[""doc-c6dd48c916fda761d7a76e96""]",False,False,False,3,0.4,2,0.9923076923076923,False
tefv5h-q-04-01,TEFV5H-04,complex_chain,12,COC,current,oracle,current,"[""doc-c7389ca5eb847c65f095edb2"", ""doc-661e3a443b0145f0efee1d9d"", ""doc-cf4c9af07c5af68f3c19465a"", ""doc-c6dd48c916fda761d7a76e96"", ""doc-50a8cf0db078350769d8573b""]",0.6487649874706137,0.37283237580105816,0.09051406687761371,0.2,-0.014581455208058147,0.75,0.8318724637288826,0.0,"[""doc-d2e659581a752a71c33861bf""]","[""doc-50a8cf0db078350769d8573b"", ""doc-c6dd48c916fda761d7a76e96""]",True,False,True,2,0.6,3,1.0,False
tefv5h-q-04-01,TEFV5H-04,complex_chain,12,COO,current,oracle,oracle,"[""doc-c7389ca5eb847c65f095edb2"", ""doc-661e3a443b0145f0efee1d9d"", ""doc-cf4c9af07c5af68f3c19465a"", ""doc-c6dd48c916fda761d7a76e96"", ""doc-50a8cf0db078350769d8573b""]",0.6240505400887233,0.37283237580105816,0.06579961949572331,0.2,-0.014581455208058147,0.75,0.8318724637288826,0.0,"[""doc-d2e659581a752a71c33861bf""]","[""doc-50a8cf0db078350769d8573b"", ""doc-c6dd48c916fda761d7a76e96""]",True,False,True,4,0.4,1,1.0,False
tefv5h-q-04-01,TEFV5H-04,complex_chain,12,OCC,oracle,current,current,"[""doc-661e3a443b0145f0efee1d9d"", ""doc-c7389ca5eb847c65f095edb2"", ""doc-cf4c9af07c5af68f3c19465a"", ""doc-c6dd48c916fda761d7a76e96"", ""doc-d2e659581a752a71c33861bf""]",0.7211406074980302,0.3874993919368981,0.14882826306469188,0.2,-0.0151870475035598,1.0,0.9828920819566879,1.0,[],"[""doc-c6dd48c916fda761d7a76e96""]",False,False,False,3,0.4,2,1.0,False
tefv5h-q-04-01,TEFV5H-04,complex_chain,12,OCO,oracle,current,oracle,"[""doc-661e3a443b0145f0efee1d9d"", ""doc-d2e659581a752a71c33861bf"", ""doc-c7389ca5eb847c65f095edb2"", ""doc-cf4c9af07c5af68f3c19465a"", ""doc-c6dd48c916fda761d7a76e96""]",0.7821024957873755,0.3874993919368981,0.2097901513540371,0.2,-0.0151870475035598,1.0,1.0,1.0,[],"[""doc-c6dd48c916fda761d7a76e96""]",False,False,False,3,0.4,2,1.0,False
tefv5h-q-04-01,TEFV5H-04,complex_chain,12,OOC,oracle,oracle,current,"[""doc-661e3a443b0145f0efee1d9d"", ""doc-c7389ca5eb847c65f095edb2"", ""doc-cf4c9af07c5af68f3c19465a"", ""doc-c6dd48c916fda761d7a76e96"", ""doc-d2e659581a752a71c33861bf""]",0.7211406074980302,0.3874993919368981,0.14882826306469188,0.2,-0.0151870475035598,1.0,0.9828920819566879,1.0,[],"[""doc-c6dd48c916fda761d7a76e96""]",False,False,False,3,0.4,2,1.0,False
tefv5h-q-04-01,TEFV5H-04,complex_chain,12,OOO,oracle,oracle,oracle,"[""doc-661e3a443b0145f0efee1d9d"", ""doc-d2e659581a752a71c33861bf"", ""doc-c7389ca5eb847c65f095edb2"", ""doc-cf4c9af07c5af68f3c19465a"", ""doc-c6dd48c916fda761d7a76e96""]",0.7821024957873755,0.3874993919368981,0.2097901513540371,0.2,-0.0151870475035598,1.0,1.0,1.0,[],"[""doc-c6dd48c916fda761d7a76e96""]",False,False,False,3,0.4,2,1.0,False
tefv5h-q-04-02,TEFV5H-04,cutoff_sensitive,8,CCC,current,current,current,"[""doc-cf4c9af07c5af68f3c19465a"", ""doc-c7389ca5eb847c65f095edb2"", ""doc-661e3a443b0145f0efee1d9d"", ""doc-50a8cf0db078350769d8573b"", ""doc-01187a399b2a9aacfe6af1a1""]",0.4811241556040012,0.2903510770917022,0.08055506476178995,0.12571428571428572,-0.015496271963776712,0.75,0.7095272044910244,0.0,"[""doc-3c624fba691ba80ac5a9a785""]","[""doc-661e3a443b0145f0efee1d9d"", ""doc-c7389ca5eb847c65f095edb2""]",False,False,False,3,0.4,2,0.6285714285714286,False
